"Edad:";"Sexo:";"¿En qué destinas la mayor parte de tu dinero de ocio?";"¿Cuál es tu medio principal para liberar el estrés? ";"¿Con qué frecuencia asistes a bares o fiestas al mes? ";"Tus fines de semana se describen como:";"Actualmente, ¿cómo calificas en promedio tu nivel de estrés? (Arrasta sobre la barra, del 1 al 10) ";"_C_mo_calificar_as_t_omedio_Del_1_al_10";"start";"Edad:";"end";"¿En qué destinás la mayor parte de tu dinero de ocio?";"start-geopoint";"_start-geopoint_latitude";"_start-geopoint_longitude";"_start-geopoint_altitude";"_start-geopoint_precision";"¿Cuál es tu medio principal para manejar o liberar el estrés? ";"today";"¿Con qué frecuencia asistes a bares, antros o fiestas al mes? ";"¿Cómo calificarías tu nivel de estrés actual promedio? (Del 1 al 10) 🤦🏻‍♂️|💆🏻‍♂️";"Tu fin de semana ideal se describe mejor como:";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"meta/rootUuid";"_index"
"16";"";"";"";"";"";"";"";"2026-07-24T20:11:22.391-05:00";"Mujer";"2026-07-24T20:12:24.061-05:00";"A) Fiestas, bebidas y vida nocturna 🍸🌉🪅";"";"";"";"";"";"A) Salir a desconectarme, beber y socializar .🍸🍾🪩";"";"C) Casi nunca. 🙅🏻‍♀️";"8";"A) Improvisado,  amigos y música. 👨🏻‍🦰👩🏻‍🦱💃🕺";"821095843";"79040d4b-f248-49be-a0af-3d9e33870f27";"2026-07-25T04:36:43";"";"";"submitted_via_web";"agus_ttn";"v5GTVoimkLrvSkYhCHR7xH";"";"uuid:79040d4b-f248-49be-a0af-3d9e33870f27";"40"
"18";"";"";"";"";"";"";"";"2026-07-24T20:12:29.206-05:00";"Mujer";"2026-07-24T20:13:18.542-05:00";"B) Gimnasio, comida sana, naturaleza o terapias🧠💆🏻‍♂️";"";"";"";"";"";"A) Salir a desconectarme, beber y socializar .🍸🍾🪩";"";"B) 1 o 2 veces. 🧏🏻‍♂️";"8";"A) Improvisado,  amigos y música. 👨🏻‍🦰👩🏻‍🦱💃🕺";"821095848";"41749b9e-cd12-4edf-b01a-f3f6e5403ffc";"2026-07-25T04:36:44";"";"";"submitted_via_web";"agus_ttn";"v5GTVoimkLrvSkYhCHR7xH";"";"uuid:41749b9e-cd12-4edf-b01a-f3f6e5403ffc";"41"
"18";"";"";"";"";"";"";"";"2026-07-24T20:14:03.506-05:00";"Hombre";"2026-07-24T20:16:51.309-05:00";"D) Viajes, conciertos, talleres o deportes de aventura.🛫🗽";"";"";"";"";"";"C) Organizar mi tiempo y gastos, descansar en casa.⏳💰⚖️";"";"D) Solo cuando hay un evento o concierto.🧏🏻‍♂️";"10";"C) Tranquilo, en casa y preparando la semana. 🏠📊🛋️";"821095853";"0d529f71-03b7-470a-b3e7-c6e5d7f5ca33";"2026-07-25T04:36:45";"";"";"submitted_via_web";"agus_ttn";"v5GTVoimkLrvSkYhCHR7xH";"";"uuid:0d529f71-03b7-470a-b3e7-c6e5d7f5ca33";"42"
"24";"";"";"";"";"";"";"";"2026-07-24T20:16:55.739-05:00";"Mujer";"2026-07-24T20:17:51.359-05:00";"C) Ahorro, inversiones o metas a futuro. 💵📊";"";"";"";"";"";"A) Salir a desconectarme, beber y socializar .🍸🍾🪩";"";"C) Casi nunca. 🙅🏻‍♀️";"5";"C) Tranquilo, en casa y preparando la semana. 🏠📊🛋️";"821095856";"4bc010de-909e-4867-a09f-a002b2a19ea5";"2026-07-25T04:36:45";"";"";"submitted_via_web";"agus_ttn";"v5GTVoimkLrvSkYhCHR7xH";"";"uuid:4bc010de-909e-4867-a09f-a002b2a19ea5";"43"
"23";"Mujer";"C) Ahorrando o inviertiendolo.";"D) Buscar nuevas actividades o viajando.";"B) 1 o 2 veces. ";"C) Tranquilo, en casa y preparando la semana. ";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821127777";"2172e586-87e1-438a-ad18-afc64b305640";"2026-07-25T05:58:46";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:2172e586-87e1-438a-ad18-afc64b305640";"44"
"";"Mujer";"C) Ahorrando o inviertiendolo.";"D) Buscar nuevas actividades o viajando.";"B) 1 o 2 veces. ";"C) Tranquilo, en casa y preparando la semana. ";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821128233";"84a58434-93d2-4ab5-a850-3be99bfa9c18";"2026-07-25T05:59:58";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:84a58434-93d2-4ab5-a850-3be99bfa9c18";"45"
"";"Mujer";"A) Salir a beber con amigos y fiestas.";"A) Salir a desconectarme, beber y socializar.";"B) 1 o 2 veces. ";"A) Improvisado, con amigos y música. ";"6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821128247";"42424608-b9a4-4d12-8aaa-2d1bb5c952c2";"2026-07-25T06:00:00";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:42424608-b9a4-4d12-8aaa-2d1bb5c952c2";"46"
"20";"Mujer";"B) Gimnasio, comida y salud.";"B) Hacer ejercicio y meditar.";"D) Solo cuando hay un evento importante.";"C) Tranquilo, en casa y preparando la semana. ";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821128944";"64446d0e-a9ce-4284-bbf5-a80d8065bb41";"2026-07-25T06:01:35";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:64446d0e-a9ce-4284-bbf5-a80d8065bb41";"47"
"22";"Hombre";"B) Gimnasio, comida y salud.";"B) Hacer ejercicio y meditar.";"A) 4 o más veces. ";"A) Improvisado, con amigos y música. ";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821129035";"43f34df1-44f0-4eea-b10b-7db33b42f5a3";"2026-07-25T06:01:47";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:43f34df1-44f0-4eea-b10b-7db33b42f5a3";"48"
"21";"Mujer";"B) Gimnasio, comida y salud.";"A) Salir a desconectarme, beber y socializar.";"C) Casi nunca. ";"C) Tranquilo, en casa y preparando la semana. ";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821130021";"cc3ad55b-1d36-4257-bfc0-9964b8ee3814";"2026-07-25T06:04:11";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:cc3ad55b-1d36-4257-bfc0-9964b8ee3814";"49"
"24";"Hombre";"C) Ahorrando o inviertiendolo.";"A) Salir a desconectarme, beber y socializar.";"B) 1 o 2 veces. ";"B) Activo, haciendo deporte y comiendo.";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821133658";"ecfd8ee8-96c6-46ac-805a-83865b5f04b8";"2026-07-25T06:11:54";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:ecfd8ee8-96c6-46ac-805a-83865b5f04b8";"50"
"21";"Mujer";"D) Viajes, conciertos, cursos.";"B) Hacer ejercicio y meditar.";"B) 1 o 2 veces. ";"C) Tranquilo, en casa y preparando la semana. ";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821134042";"7392a433-5408-4518-a63f-235527545a48";"2026-07-25T06:12:51";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:7392a433-5408-4518-a63f-235527545a48";"51"
"";"Mujer";"D) Viajes, conciertos, cursos.";"C) Descansar en casa, planeando mi tiempo y gastos.";"D) Solo cuando hay un evento importante.";"C) Tranquilo, en casa y preparando la semana. ";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821143676";"aa60db1b-4d05-4fad-9141-c5a6cda73b7a";"2026-07-25T06:32:59";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:aa60db1b-4d05-4fad-9141-c5a6cda73b7a";"52"
"";"Hombre";"B) Gimnasio, comida y salud.";"A) Salir a desconectarme, beber y socializar.";"A) 4 o más veces. ";"B) Activo, haciendo deporte y comiendo.";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821145051";"61b1d8b0-d3ab-4542-9ba6-3c1a5e5a903c";"2026-07-25T06:35:29";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:61b1d8b0-d3ab-4542-9ba6-3c1a5e5a903c";"53"
"28";"Hombre";"D) Viajes, conciertos, cursos.";"C) Descansar en casa, planeando mi tiempo y gastos.";"B) 1 o 2 veces. ";"C) Tranquilo, en casa y preparando la semana. ";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821156862";"0dc37f93-c3ac-456e-b5c1-d8c806a3d19f";"2026-07-25T06:57:59";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:0dc37f93-c3ac-456e-b5c1-d8c806a3d19f";"54"
"";"Mujer";"B) Gimnasio, comida y salud.";"B) Hacer ejercicio y meditar.";"D) Solo cuando hay un evento importante.";"C) Tranquilo, en casa y preparando la semana. ";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821171119";"c1530638-9f26-47e4-b7b0-55d8134f74c5";"2026-07-25T07:26:30";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:c1530638-9f26-47e4-b7b0-55d8134f74c5";"55"
"21";"Mujer";"B) Gimnasio, comida y salud.";"C) Descansar en casa, planeando mi tiempo y gastos.";"C) Casi nunca. ";"C) Tranquilo, en casa y preparando la semana. ";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821188968";"bbb717e4-8b5b-4209-b81f-0ff7d85f56dd";"2026-07-25T08:00:29";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:bbb717e4-8b5b-4209-b81f-0ff7d85f56dd";"56"
"";"Mujer";"B) Gimnasio, comida y salud.";"C) Descansar en casa, planeando mi tiempo y gastos.";"C) Casi nunca. ";"C) Tranquilo, en casa y preparando la semana. ";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821337419";"8f237210-8b16-43ee-819c-fe0c7313fbae";"2026-07-25T12:06:07";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:8f237210-8b16-43ee-819c-fe0c7313fbae";"57"
"27";"Mujer";"B) Gimnasio, comida y salud.";"C) Descansar en casa, planeando mi tiempo y gastos.";"C) Casi nunca. ";"C) Tranquilo, en casa y preparando la semana. ";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821338219";"f7192be8-86f3-4d27-b668-f453d0d2025a";"2026-07-25T12:07:35";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:f7192be8-86f3-4d27-b668-f453d0d2025a";"58"
"22";"Hombre";"B) Gimnasio, comida y salud.";"B) Hacer ejercicio y meditar.";"C) Casi nunca. ";"C) Tranquilo, en casa y preparando la semana. ";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821342470";"b97669d9-8987-4692-870b-1827c6d88b23";"2026-07-25T12:14:57";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:b97669d9-8987-4692-870b-1827c6d88b23";"59"
"23";"Mujer";"D) Viajes, conciertos, cursos.";"B) Hacer ejercicio y meditar.";"B) 1 o 2 veces. ";"A) Improvisado, con amigos y música. ";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821421042";"ca5ff21e-5747-4857-a56a-077e345e44a6";"2026-07-25T14:19:26";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:ca5ff21e-5747-4857-a56a-077e345e44a6";"60"
"21";"Mujer";"C) Ahorrando o inviertiendolo.";"B) Hacer ejercicio y meditar.";"D) Solo cuando hay un evento importante.";"C) Tranquilo, en casa y preparando la semana. ";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821439668";"a4125d86-9e17-4a33-b435-3eb4854c646f";"2026-07-25T14:47:29";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:a4125d86-9e17-4a33-b435-3eb4854c646f";"61"
"27";"Mujer";"D) Viajes, conciertos, cursos.";"C) Descansar en casa, planeando mi tiempo y gastos.";"C) Casi nunca. ";"C) Tranquilo, en casa y preparando la semana. ";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821490054";"45d5763b-36b0-413d-8733-f9a390402b38";"2026-07-25T16:11:03";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:45d5763b-36b0-413d-8733-f9a390402b38";"62"
"";"Hombre";"A) Salir a beber con amigos y fiestas.";"A) Salir a desconectarme, beber y socializar.";"B) 1 o 2 veces. ";"B) Activo, haciendo deporte y comiendo.";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821502723";"ab6ad972-666a-44ed-adc0-aea29d6a2154";"2026-07-25T16:33:12";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:ab6ad972-666a-44ed-adc0-aea29d6a2154";"63"
"";"Hombre";"C) Ahorrando o inviertiendolo.";"A) Salir a desconectarme, beber y socializar.";"C) Casi nunca. ";"A) Improvisado, con amigos y música. ";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821513239";"31e1b4dd-0eaf-446d-ae9c-f6542098afc7";"2026-07-25T16:50:35";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:31e1b4dd-0eaf-446d-ae9c-f6542098afc7";"64"
"24";"Mujer";"B) Gimnasio, comida y salud.";"C) Descansar en casa, planeando mi tiempo y gastos.";"D) Solo cuando hay un evento importante.";"A) Improvisado, con amigos y música. ";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821604242";"b59cbbba-0b8b-4015-81a6-005b050c8ed4";"2026-07-25T20:00:03";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:b59cbbba-0b8b-4015-81a6-005b050c8ed4";"65"
"21";"Mujer";"A) Salir a beber con amigos y fiestas.";"C) Descansar en casa, planeando mi tiempo y gastos.";"B) 1 o 2 veces. ";"C) Tranquilo, en casa y preparando la semana. ";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821626949";"4b19e16c-773c-4ba0-9489-fe65148685d3";"2026-07-25T21:00:21";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:4b19e16c-773c-4ba0-9489-fe65148685d3";"66"
"20";"Mujer";"D) Viajes, conciertos, cursos.";"D) Buscar nuevas actividades o viajando.";"B) 1 o 2 veces. ";"C) Tranquilo, en casa y preparando la semana. ";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"821634297";"a810a214-415d-43d2-9b21-6d6d8678b782";"2026-07-25T21:28:41";"";"";"submitted_via_web";"";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:a810a214-415d-43d2-9b21-6d6d8678b782";"67"
"27";"Mujer";"C) Ahorrando o inviertiendolo.";"D) Buscar nuevas actividades o viajando.";"D) Solo cuando hay un evento importante.";"C) Tranquilo, en casa y preparando la semana. ";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830410107";"f9713c8b-fb89-40e3-9c9f-1a9abaf4c532";"2026-08-04T20:03:52";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:f9713c8b-fb89-40e3-9c9f-1a9abaf4c532";"68"
"26";"Mujer";"A) Salir a beber con amigos y fiestas.";"D) Buscar nuevas actividades o viajando.";"D) Solo cuando hay un evento importante.";"C) Tranquilo, en casa y preparando la semana. ";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830410120";"587ba9dd-6968-4ff6-899f-b5feeceec721";"2026-08-04T20:03:52";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:587ba9dd-6968-4ff6-899f-b5feeceec721";"69"
"20";"Hombre";"A) Salir a beber con amigos y fiestas.";"D) Buscar nuevas actividades o viajando.";"A) 4 o más veces. ";"C) Tranquilo, en casa y preparando la semana. ";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830410128";"c22cbb61-4ac0-4825-97be-6f5bb7e3b9c1";"2026-08-04T20:03:53";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:c22cbb61-4ac0-4825-97be-6f5bb7e3b9c1";"70"
"21";"Mujer";"A) Salir a beber con amigos y fiestas.";"D) Buscar nuevas actividades o viajando.";"A) 4 o más veces. ";"A) Improvisado, con amigos y música. ";"6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830410138";"fffab10a-6307-4582-8f16-b5e4b98b61d8";"2026-08-04T20:03:53";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:fffab10a-6307-4582-8f16-b5e4b98b61d8";"71"
"20";"Mujer";"A) Salir a beber con amigos y fiestas.";"C) Descansar en casa, planeando mi tiempo y gastos.";"B) 1 o 2 veces. ";"C) Tranquilo, en casa y preparando la semana. ";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830410146";"54236d5a-1772-4536-adb0-52d3a257604e";"2026-08-04T20:03:53";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:54236d5a-1772-4536-adb0-52d3a257604e";"72"
"20";"Hombre";"A) Salir a beber con amigos y fiestas.";"A) Salir a desconectarme, beber y socializar.";"B) 1 o 2 veces. ";"A) Improvisado, con amigos y música. ";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830410153";"61845d7f-082d-43f1-9fd6-0c17b23e6a52";"2026-08-04T20:03:54";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:61845d7f-082d-43f1-9fd6-0c17b23e6a52";"73"
"20";"Hombre";"A) Salir a beber con amigos y fiestas.";"C) Descansar en casa, planeando mi tiempo y gastos.";"B) 1 o 2 veces. ";"C) Tranquilo, en casa y preparando la semana. ";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830410161";"f96b7cde-b6ab-4897-80be-0f315981e1db";"2026-08-04T20:03:54";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:f96b7cde-b6ab-4897-80be-0f315981e1db";"74"
"22";"Hombre";"B) Gimnasio, comida y salud.";"B) Hacer ejercicio y meditar.";"D) Solo cuando hay un evento importante.";"C) Tranquilo, en casa y preparando la semana. ";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830410169";"e559f9f4-90bb-4d20-aed1-ad878fdce59b";"2026-08-04T20:03:54";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:e559f9f4-90bb-4d20-aed1-ad878fdce59b";"75"
"20";"Mujer";"B) Gimnasio, comida y salud.";"B) Hacer ejercicio y meditar.";"D) Solo cuando hay un evento importante.";"C) Tranquilo, en casa y preparando la semana. ";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830410178";"fd733c00-08cf-4374-ad8f-03d247205b61";"2026-08-04T20:03:55";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:fd733c00-08cf-4374-ad8f-03d247205b61";"76"
"20";"Mujer";"B) Gimnasio, comida y salud.";"C) Descansar en casa, planeando mi tiempo y gastos.";"D) Solo cuando hay un evento importante.";"C) Tranquilo, en casa y preparando la semana. ";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830423389";"f6766bf2-fef9-4d43-a37e-39a9f6bc6c91";"2026-08-04T20:22:19";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:f6766bf2-fef9-4d43-a37e-39a9f6bc6c91";"77"
"26";"Hombre";"D) Viajes, conciertos, cursos.";"B) Hacer ejercicio y meditar.";"B) 1 o 2 veces. ";"B) Activo, haciendo deporte y comiendo.";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830423401";"6f5cd30d-b678-4d87-87df-5fb7d6e5dccc";"2026-08-04T20:22:19";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:6f5cd30d-b678-4d87-87df-5fb7d6e5dccc";"78"
"18";"Mujer";"B) Gimnasio, comida y salud.";"C) Descansar en casa, planeando mi tiempo y gastos.";"D) Solo cuando hay un evento importante.";"A) Improvisado, con amigos y música. ";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830423405";"506716b6-eb6d-4c54-8f8f-aee86c6b7ca4";"2026-08-04T20:22:20";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:506716b6-eb6d-4c54-8f8f-aee86c6b7ca4";"79"
"20";"Hombre";"A) Salir a beber con amigos y fiestas.";"B) Hacer ejercicio y meditar.";"A) 4 o más veces. ";"C) Tranquilo, en casa y preparando la semana. ";"6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830423408";"79b82ba4-645a-4c44-8c96-3cb9d7c84ce4";"2026-08-04T20:22:20";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:79b82ba4-645a-4c44-8c96-3cb9d7c84ce4";"80"
"22";"Hombre";"A) Salir a beber con amigos y fiestas.";"A) Salir a desconectarme, beber y socializar.";"D) Solo cuando hay un evento importante.";"A) Improvisado, con amigos y música. ";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"830423419";"0bd0cd29-5d2d-4df7-9402-f3b8f0876836";"2026-08-04T20:22:20";"";"";"submitted_via_web";"agus_ttn";"vXUsLWwu9zW6tbs5ua5xVP";"";"uuid:0bd0cd29-5d2d-4df7-9402-f3b8f0876836";"81"
